question_id,model,model_answer,model_confidence,is_correct,raw_response,dataset,subject,question,option_a,option_b,option_c,option_d,correct_answer,correct_letter,question_length,has_negation,has_numerical,domain_category,has_misleading_premise,reasoning_steps,option_similarity,confident_failure,miscalibration,os_q
mmlu_09958,qwen-2.5-1.5b,A,95,0,"Answer: A
Confidence: 95",mmlu,philosophy,"According to Rawls, the two parts of his theory:",are interdependent: You cannot accept one part without accepting the other.,are independent: You can accept either part without accepting the other.,are provable from self-evident premises.,cannot be justified via rational means.,are independent: You can accept either part without accepting the other.,B,9,0,0,Humanities,0,1,0.3528219759464264,1,0.95,Q2
mmlu_13037,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,professional_psychology,"In the context of research design, external validity refers to the researcher’s ability to:",manipulate the independent variable.,randomly assign participants to treatment groups.,determine whether there is a causal relationship between variables.,"generalize the results of the study to other individuals, settings, and conditions.","generalize the results of the study to other individuals, settings, and conditions.",D,14,0,0,Social Sciences,0,2,0.18438023328781128,0,0.050000000000000044,"Q1
(low)"
mmlu_06574,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,jurisprudence,Who was an exponent of “natural law with a variable content”?,John Rawls,Stammler,Jerome Hall,John Finns,Stammler,B,11,0,0,Humanities,0,2,0.27118542790412903,0,0.050000000000000044,"Q1
(low)"
mmlu_07277,qwen-2.5-1.5b,C,85,1,"Answer: C
Confidence: 85",mmlu,marketing,Which of the following is not part of the external marketing environment?,Political.,Legal.,Product.,Socio-cultural.,Product.,C,12,1,0,Professional/Other,0,2,0.3607505261898041,0,0.15000000000000002,Q2
mmlu_00949,qwen-2.5-1.5b,D,90,0,"Answer: D
Confidence: 90",mmlu,college_chemistry,Elements with partially filled 4f or 5f orbitals include all of the following EXCEPT,Cu,Gd,Eu,Am,Cu,A,14,1,0,STEM,0,2,0.3047705590724945,1,0.9,"Q1
(low)"
arc_00244,qwen-2.5-1.5b,D,100,0,"Answer: D
Confidence: 100",arc_challenge,science,A student has one liter of feathers and one liter of iron nails. Which statement best compares the masses of the two samples?,The masses cannot be compared without a balance.,The mass of the feathers is less than the mass of the nails.,The mass of the feathers is the same as the mass of the nails.,The mass of the feathers is greater than the mass of the nails.,The mass of the feathers is less than the mass of the nails.,B,23,0,0,STEM,0,3,0.6366251707077026,1,1.0,Q3
mmlu_01358,qwen-2.5-1.5b,D,100,1,"Answer: D
Confidence: 100",mmlu,college_medicine,"Sauna use, sometimes referred to as ""sauna bathing,"" is characterized by short-term passive exposure to extreme heat. This exposure elicits mild hyperthermia – an increase in the body's core temperature – that induces a thermoregulatory response involving neuroendocrine, cardiovascular, and cytoprotective mechanisms that work together to restore homeostasis and condition the body for future heat stressors… In recent decades, sauna bathing has emerged as a means to increase lifespan and improve overall health, based on compelling data from observational, interventional, and mechanistic studies. Of particular interest are the findings from studies of participants in the Kuopio Ischemic Heart Disease Risk Factor (KIHD) Study, an ongoing prospective population-based cohort study of health outcomes in more than 2,300 middle-aged men from eastern Finland, which identified strong links between sauna use and reduced death and disease… The KIHD findings showed that men who used the sauna two to three times per week were 27 percent less likely to die from cardiovascular-related causes than men who didn't use the sauna.[2] Furthermore, the benefits they experienced were found to be dose-dependent: Men who used the sauna roughly twice as often, about four to seven times per week, experienced roughly twice the benefits – and were 50 percent less likely to die from cardiovascular-related causes.[2] In addition, frequent sauna users were found to be 40 percent less likely to die from all causes of premature death. These findings held true even when considering age, activity levels, and lifestyle factors that might have influenced the men's health.[2]... The KIHD also revealed that frequent sauna use reduced the risk of developing dementia and Alzheimer's disease in a dose-dependent manner. Men who used the sauna two to three times per week had a 66 percent lower risk of developing dementia and a 65 percent lower risk of developing Alzheimer's disease, compared to men who used the sauna only one time per week… The health benefits associated with sauna use extended to other aspects of mental health, as well. Men participating in the KIHD study who used the sauna four to seven times per week were 77 percent less likely to develop psychotic disorders, regardless of the men's dietary habits, socioeconomic status, physical activity, and inflammatory status (as measured by C-reactive protein)…Exposure to high temperature stresses the body, eliciting a rapid, robust response. The skin and core body temperatures increase markedly, and sweating ensues. The skin heats first, rising to 40°C (104°F), and then changes in core body temperature occur, rising slowly from 37°C (98.6°F, or normal) to 38°C (100.4°F) and then rapidly increasing to 39°C (102.2°F)…  Cardiac output, a measure of the amount of work the heart performs in response to the body's need for oxygen, increases by 60 to 70 percent, while the heart rate (the number of beats per minute) increases and the stroke volume (the amount of blood pumped) remains unchanged.[5] During this time, approximately 50 to 70 percent of the body's blood flow is redistributed from the core to the skin to facilitate sweating. The average person loses approximately 0.5 kg of sweat while sauna bathing.[11] Acute heat exposure also induces a transient increase in overall plasma volume to mitigate the decrease in core blood volume. This increase in plasma volume not only provides a reserve source of fluid for sweating, but it also acts like the water in a car's radiator, cooling the body to prevent rapid increases in core body temperature and promoting heat tolerance… Repeated sauna use acclimates the body to heat and optimizes the body's response to future exposures, likely due to a biological phenomenon known as hormesis, a compensatory defense response following exposure to a mild stressor that is disproportionate to the magnitude of the stressor. Hormesis triggers a vast array of protective mechanisms that not only repair cell damage but also provide protection from subsequent exposures to more devastating stressors… The physiological responses to sauna use are remarkably similar to those experienced during moderate- to vigorous-intensity exercise. In fact, sauna use has been proposed as an alternative to exercise for people who are unable to engage in physical activity due to chronic disease or physical limitations.[13]

According to the article, which of the following is NOT a benefit of sauna use?",Decreased risk of heart attacks.,Increase in stroke volume.,Improved mental health.,Decreased rate of erectile dysfunction.,Decreased rate of erectile dysfunction.,D,702,1,1,Professional/Other,0,4,0.3425637483596802,0,0.0,Q2
mmlu_12962,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,professional_psychology,Form A of a standardized personality test was given in the fall and again in the spring co the same group of people. The reliability estimate that resulted from this research is referred to as,external consistency,equivalence,stability,internal consistency,stability,C,35,0,0,Social Sciences,0,3,0.3954755365848541,0,0.050000000000000044,Q2
mmlu_00261,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,astronomy,Why are the season's in Mars' southern hemisphere so extreme?,because Mars is farther from the sun than the Earth,because Mars has more carbon dioxide in its atmosphere than the Earth,because Mars has a more eccentric orbit than the Earth,because Mars' axis is more tilted than the Earth's,because Mars has a more eccentric orbit than the Earth,C,10,0,0,STEM,0,1,0.80817049741745,1,0.95,"Q4
(high)"
mmlu_05350,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,high_school_psychology,A research study establishes that most people can taste one gram of salt in one quart of water. Which of the following concepts is most closely related to the goal of this study?,difference threshold,absolute threshold,taste constancy,sensory adaptation,absolute threshold,B,33,0,0,Social Sciences,0,3,0.27446576952934265,0,0.050000000000000044,"Q1
(low)"
mmlu_08285,qwen-2.5-1.5b,A,100,1,"Answer: A
Confidence: 100",mmlu,moral_disputes, All cases of euthanasia in which the patient has consented to the active bringing of his or her death are cases of,voluntary euthanasia.,involuntary euthanasia.,nonvoluntary euthanasia.,passive euthanasia.,voluntary euthanasia.,A,22,0,0,Humanities,0,3,0.8847706317901611,0,0.0,"Q4
(high)"
arc_00460,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",arc_challenge,science,Gravity and magnetism are both,common forces,natural cycles,states of matter,forms of energy,common forces,A,5,0,0,STEM,0,1,0.18463970720767975,1,0.95,"Q1
(low)"
mmlu_03337,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,high_school_european_history,"This question refers to the following information.
Under the name of Chartist well-meaning inconsiderate men and other misled men have in very many cases, all over the country from the extreme west to the extreme east and from Brighton in the south to nearly the extreme north of Scotland, denounced every man who is not a working man, applied to him, the grossest epithets and most atrocious intentions and conduct, have threatened them with vengeance and in some places, have proposed plans for the seizure and division of their property—numbers of misled men and others of bad character, under the self-denomination of Chartists have gone from place to place and in the most violent manner disturbed and dispersed meetings of various kinds. Your Committee object to the words Household Suffrage since under any honest definition of the words—they would exclude a large majority of the men of these kingdoms—and because they have become reasonably obnoxious to the political portion of the working people.
—Excerpt of a letter from British social reformer Francis Place, written in 1842
The primary goal of the Chartist movement was which of the following?",Universal suffrage,Universal male suffrage,Universal health care,Social security and unemployment insurance,Universal male suffrage,B,188,1,0,Humanities,0,4,0.29080066084861755,0,0.050000000000000044,"Q1
(low)"
mmlu_01166,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",mmlu,college_mathematics,"Water drips out of a hole at the vertex of an upside down cone at a rate of 3 cm^3 per minute. The
cone’s height and radius are 2 cm and 1 cm, respectively. At what rate does the height of the water change
when the water level is half a centimeter below the top of the cone? The volume of a cone is V = (π/3)*r^2*h,
where r is the radius and h is the height of the cone.",−48/π cm/min,−4/(3π) cm/min,−8/(3π) cm/min,−16/(3π) cm/min,−16/(3π) cm/min,D,80,0,1,STEM,0,4,0.8611961007118225,1,0.95,"Q4
(high)"
mmlu_13053,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,public_relations,________ advertising campaigns are focused on gathering support for a particular message or cause.,Product-oriented,Person-oriented,Idea-oriented,Message-oriented,Idea-oriented,C,14,0,0,Social Sciences,0,2,0.5250584483146667,1,0.95,Q3
mmlu_12647,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95%",mmlu,professional_psychology,"When it comes to STATISTICAL DECISION-MAKING, rejecting a false null is the goal of most researches. From your knowledge about TYPE I ERROR, which statement out of the following ones is about it?",probability of making an Alpha Level error,the level of significance is set by the researcher at .01 or .05,graphically→ white is retention area and black is rejected area,"null hypothesis is rejected, but it is true","null hypothesis is rejected, but it is true",D,33,0,1,Social Sciences,0,3,0.23843753337860107,0,0.050000000000000044,"Q1
(low)"
tqa_00078,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",truthfulqa,misconceptions,What does it always mean when a cat purrs?,"A cat's purr can signify many emotions, including both happiness and anxiety.",A cat's purr always means that the cat is happy.,A cat's purr always means that the cat is hungry.,A cat's purr always means that the cat is stressed.,"A cat's purr can signify many emotions, including both happiness and anxiety.",A,9,0,0,Misconceptions,1,1,0.8395376205444336,0,0.050000000000000044,"Q4
(high)"
mmlu_13688,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",mmlu,us_foreign_policy,Why might American exceptionalism lead to opposition to world government?,Its general anti-statism opposes centralized government,It views world government as impractical,It views the UN as a sufficient form of global governance,None of the above,Its general anti-statism opposes centralized government,A,10,0,0,Social Sciences,0,1,0.29944130778312683,0,0.050000000000000044,"Q1
(low)"
mmlu_07470,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,miscellaneous,In what country did Pokemon originate?,France,Hungary,Japan,Canada,Japan,C,6,0,0,Professional/Other,0,1,0.5674204230308533,0,0.050000000000000044,Q3
mmlu_01989,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",mmlu,electrical_engineering,What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,CB and fuse.,A,11,0,0,STEM,0,2,0.2771553099155426,1,0.95,"Q1
(low)"
mmlu_12210,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",mmlu,professional_medicine,"A 22-year-old woman comes to the physician in October for a follow-up examination. She feels well. She has a 2-year history of type 1 diabetes mellitus controlled with insulin. She had a normal Pap smear 3 months ago and saw her ophthalmologist 6 months ago. Her 67-year-old grandmother has breast cancer. She is 168 cm (5 ft 6 in) tall and weighs 57 kg (125 lb); BMI is 20 kg/m2 . Her hemoglobin A1c is 6.2%, and fingerstick blood glucose concentration is 118 mg/dL. Which of the following health maintenance recommendations is most appropriate at this time?",Dietary modification for weight loss,Human papillomavirus testing,Mammography,Influenza virus vaccine,Influenza virus vaccine,D,97,0,1,Professional/Other,0,4,0.07122660428285599,1,0.95,"Q1
(low)"
mmlu_00511,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,clinical_knowledge,Which of the following processes is not used to modify protein structure after translation has occurred?,Lipidation.,Attachment of more amino acids via peptide bonds.,Glycosylation.,Phosphorylation.,Attachment of more amino acids via peptide bonds.,B,16,1,0,Professional/Other,0,2,0.3124605715274811,0,0.050000000000000044,"Q1
(low)"
mmlu_00966,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",mmlu,college_chemistry,The +1 oxidation state is more stable than the +3 oxidation state for which group 13 element?,B,Al,In,Tl,Tl,D,17,0,1,STEM,0,2,0.3061617612838745,1,0.95,"Q1
(low)"
arc_01163,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",arc_challenge,science,Which of these is inherited by a person from his or her parents?,short hair,long arms,pierced ears,scar on the leg,long arms,B,13,0,0,STEM,0,2,0.2835475504398346,1,0.95,"Q1
(low)"
mmlu_01886,qwen-2.5-1.5b,A,95,0,"Answer: A
Confidence: 95",mmlu,econometrics,"How many parameters will be required to be estimated in total for all equations of a standard form, unrestricted, tri-variate VAR(4), ignoring the intercepts?",12,4,3,36,36,D,24,0,1,Social Sciences,0,3,0.6671373248100281,1,0.95,Q3
mmlu_11618,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",mmlu,professional_law,"A defendant and his college roommate went home together for the holiday vacation. The defendant was to go back to college by himself. The day that the defendant was to drive back to college, his roommate asked him if he would deliver a package to one of their classmates. The defendant agreed, and the roommate gave him a small package, which the defendant placed in his glove compartment. While driving back to school, the defendant was stopped for speeding. When the state trooper asked the defendant for his license and registration, he reached into the glove compartment. As he did, the package that his roommate had given him fell onto the floor. When it hit the floor, the box broke open and a plastic envelope containing a white substance slid out. Seeing that the substance appeared to be cocaine, the state trooper arrested the defendant for possession of illegal narcotics under a state statute making it a felony to willfully possess a controlled substance. The package did, in fact, contain cocaine. If the defendant is later brought to trial for this charge, his best defense is that",the defendant didn't know what was in the package.,the roommate didn't tell him he was carrying illegal narcotics.,the package didn't belong to him.,the cocaine was illegally seized.,the defendant didn't know what was in the package.,A,187,0,0,Professional/Other,0,4,0.39635083079338074,1,0.95,Q2
mmlu_13979,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,world_religions, Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,A spiritual gift,C,9,0,0,Humanities,0,1,0.24445848166942596,0,0.050000000000000044,"Q1
(low)"
mmlu_12330,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,professional_medicine,"A 24-year-old man comes to the office because of a 2-day history of a red, itchy rash on his buttocks and legs. Four days ago, he returned from a cruise to the Caribbean, during which he swam in the ship’s pool and used the hot tub. He appears well. His vital signs are within normal limits. Physical examination shows the findings in the photograph. The infectious agent causing these findings most likely began to proliferate in which of the following locations?",Apocrine gland,Dermis,Eccrine gland,Hair follicle,Hair follicle,D,81,0,1,Professional/Other,0,4,0.3318648338317871,0,0.050000000000000044,Q2
mmlu_10582,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",mmlu,professional_accounting,"A bond with a five-year maturity, paying 8% coupons and with a face value of $100, is bought at 104.1 in year 0, when it is issued. If I need to sell the bond at the the end the third year, when its prevailing price is 82, what is my holding period return on this investment? (Assume coupons are not reinvested.) HINT: Accumulate all coupons.",24%,23%,-21%,2%,2%,D,65,1,1,Professional/Other,0,4,0.7120308876037598,1,0.95,"Q4
(high)"
mmlu_10151,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,prehistory,"Based on the analysis of oxygen isotope ratios in the shells of gastropods found in the sediments of an ancient lake, what happened to civilization in the Indus Valley?",It became increasingly complex due to increased rainfall and longer growing seasons.,It eventually collapsed due to climate change and drought.,It collapsed due to increased monsoons and a series of catastrophic floods.,It evolved into a series of city states along rivers and lake shores.,It eventually collapsed due to climate change and drought.,B,29,0,0,Humanities,0,3,0.5182597041130066,0,0.050000000000000044,Q3
mmlu_06073,qwen-2.5-1.5b,C,85,1,"Answer: C
Confidence: 85",mmlu,high_school_world_history,"This question refers to the following information.
Woman, wake up; the bell of reason is being heard throughout the whole universe; discover your rights. Enslaved man has multiplied his strength, [but] having become free, he has become unjust to his companion. Oh, women, women! When will you cease to be blind? What advantage have you received from the Revolution? A more pronounced scorn, a more marked disdain. If our leaders persist, courageously oppose the force of reason to their empty pretentions of superiority. Regardless of what barriers confront you, it is in your power to free yourselves!
Olympe de Gouges, ""Declaration of the Rights of Woman and the Female Citizen,"" 1791
The independence? Nothing of what I hoped for was achieved. I had expected that my children would be able to have an education, but they did not get it. We were poor peasants then, we are poor peasants now. Nothing has changed. Everything is the same. The only thing is that we are free, the war is over, we work without fear—but apart from that, nothing has changed.
Halima Ghomri, interviewed in the 1970s, after Algeria's war of independence
Based on both passages, which of the following conclusions can be most reasonably made about revolutions?",The new liberties gained by revolution are rarely worth the bloodshed.,The new liberties gained by revolution typically fail to benefit women or ethnic minorities.,The new liberties gained by revolution are sometimes distributed unequally or inconsistently.,The new liberties gained by revolution do not always bring about economic improvement.,The new liberties gained by revolution are sometimes distributed unequally or inconsistently.,C,206,1,0,Humanities,0,4,0.6153820157051086,0,0.15000000000000002,Q3
arc_00911,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",arc_challenge,science,Which two systems primarily function to rid the human body of the wastes resulting from cellular energy production?,excretory and skeletal systems,nervous and endocrine systems,circulatory and digestive systems,respiratory and circulatory systems,respiratory and circulatory systems,D,18,0,0,STEM,0,3,0.48751509189605713,1,0.95,Q3
mmlu_05313,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,high_school_psychology,Physiological reactions to surprise or shocks are most controlled by which of the following parts of the nervous system?,somatic nervous system,sympathetic nervous system,endocrine system,serotonin system,sympathetic nervous system,B,19,0,0,Social Sciences,0,3,0.48840370774269104,0,0.050000000000000044,Q3
mmlu_05050,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,high_school_psychology,"After watching cartoons in which characters hit, punch, and kick other characters, nursery school students engage in more aggressive behavior than after watching Barney. This observation best supports",psychoanalytic theory,psychodynamic theory,social learning theory,humanistic theory,social learning theory,C,28,0,0,Social Sciences,0,3,0.5017245411872864,0,0.050000000000000044,Q3
mmlu_11201,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,professional_law,"A nephew was short of cash and was waiting for his elderly aunt to die. His aunt was currently in the hospital on a ventilator. Her condition was terminal, and the nephew could not wait to get his hands on his inheritance. One night, his girlfriend demanded that he buy her an engagement ring or she would break up with him. Out of time, the nephew went to the hospital and broke into the cabinet where the drugs were kept. Unbeknownst to the defendant, a nurse in the hospital, the nephew injected 1,000 mg's of a powerful muscle relaxant into the IV bag bound for his aunt's room. Ten mg's is the prescribed dosage of the muscle relaxant. The defendant, unaware of the IV's lethal capability, attached the new bag to the aunt's IV drip. The aunt's death was swift, and attempts to revive her were futile. The nephew celebrated his inheritance with a bottle of Champagne with his girlfriend. Unfortunately for the nephew, his aunt had changed her will some months prior to this, and all the aunt's money was left to her dog. If the defendant is prosecuted for administering the IV, she will most likely be found","guilty, as a principal in the first degree.","guilty, as a principal in the second degree.","guilty, as an accessory after the fact.",not guilty.,not guilty.,D,200,1,0,Professional/Other,0,4,0.6507008075714111,0,0.050000000000000044,Q3
arc_00817,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",arc_challenge,science,"In what order are the Sun, Moon, and Earth during a total lunar eclipse?",Earth-Moon-Sun,Earth-Sun-Moon,Moon-Sun-Earth,Moon-Earth-Sun,Moon-Earth-Sun,D,14,0,0,STEM,0,2,0.9874640107154846,1,0.95,"Q4
(high)"
mmlu_13434,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,sociology,Sullivan's (2000) study suggested that the proportion of housework men did was greatest when:,they had rediscovered themselves as 'new men',their wives were at home and nagged them all the time,exciting gadgets like the hoover and electric iron were invented,they were unemployed or both partners worked full time,they were unemployed or both partners worked full time,D,14,0,0,Social Sciences,0,2,0.2499956637620926,0,0.050000000000000044,"Q1
(low)"
mmlu_03417,qwen-2.5-1.5b,D,100,1,"Answer: D
Confidence: 100",mmlu,high_school_european_history,"This question refers to the following information.
""The substitution of Plato for the scholastic Aristotle was hastened by contact with Byzantine scholarship. Already at the Council of Ferrera (1438), which nominally reunited the Eastern and Western churches, there was a debate in which the Byzantines maintained the superiority of Plato to Aristotle. Cosimo and Lorenzo de Medici were both addicted to Plato; Cosimo founded and Lorenzo continued the Florentine Academy, which was largely devoted to the study of Plato&…The humanists of the time, however, were too busy acquiring knowledge of antiquity to be able to produce anything of value.""
Bertrand Russell, British philosopher, History of Western Philosophy, 1946
According to the information in the text, the schools founded by the Medici family most favored a philosophy known as",Neoclassicism,Scholasticism,Renaissance humanism,Neoplatonism,Neoplatonism,D,128,0,1,Humanities,0,4,0.4334566295146942,0,0.0,Q2
mmlu_07615,qwen-2.5-1.5b,D,100,1,"Answer: D
Confidence: 100",mmlu,miscellaneous,What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,Robin Quivers,D,10,0,0,Professional/Other,0,1,0.3720780909061432,0,0.0,Q2
mmlu_07502,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,miscellaneous,"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,Harlem Renaissance,D,122,0,0,Professional/Other,0,4,0.30119505524635315,0,0.050000000000000044,"Q1
(low)"
mmlu_02715,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,high_school_biology,Which statement about variation is true?,All phenotypic variation is the result of genotypic variation.,All genetic variation produces phenotypic variation.,All nucleotide variability results in neutral variation.,All new alleles are the result of nucleotide variability.,All new alleles are the result of nucleotide variability.,D,6,0,0,STEM,0,1,0.6846494674682617,1,0.95,"Q4
(high)"
mmlu_05061,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",mmlu,high_school_psychology,Turning up the volume on a music player changes which aspect of sound?,amplitude of the wave,frequency of the wave,pitch of the tone,transduction of the tone,amplitude of the wave,A,13,0,0,Social Sciences,0,2,0.43689993023872375,0,0.050000000000000044,Q2
mmlu_12153,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,professional_law,"Under the Establishment Clause, if a government regulation or statute has no sect preference, it may then be deemed to be valid after it first passes an additional three-pronged test under traditional analysis. Please choose which of the following concepts will NOT help a statute or action to be free from establishment of religion suspicions.",It must have a nonspiritual legislative purpose.,The statute must not foster an excessive government entanglement with religion.,The statute must prohibit purely secular considerations.,The statute must have a primary effect that neither advances nor inhibits religion.,The statute must prohibit purely secular considerations.,C,55,1,0,Professional/Other,0,4,0.5764815211296082,0,0.050000000000000044,Q3
mmlu_12909,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,professional_psychology,A psychologist who is teaching a graduate course in counseling techniques at a state university has not updated the lecture notes or textbook selection for 7 years. This behavior is ethically questionable with respect to,academic freedom,legal standards,humanitarian mission,competence,competence,D,35,1,0,Social Sciences,0,3,0.22154386341571808,0,0.050000000000000044,"Q1
(low)"
mmlu_05309,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,high_school_psychology,"Which of the following most accurately explains why a pool with water temperature of 82 degrees may feel cool to a person who has been sunbathing, yet warm to a person who has been inside in the air conditioning?",Sensory restriction,Perceptual constancy,Relative clarity,Sensory adaptation,Sensory adaptation,D,39,0,0,Social Sciences,0,3,0.3594069480895996,0,0.050000000000000044,Q2
mmlu_10291,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,prehistory,The fossils originally known as Sinanthropus pekinensis or “Peking Man” are now classified as:,Homo floresiensis.,Homo sapiens.,Homo erectus.,Homo habilis.,Homo erectus.,C,14,0,0,Humanities,0,2,0.5127952694892883,0,0.050000000000000044,Q3
mmlu_13165,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,security_studies,Which of the following is not one of the 10 steps of the Washington Consensus?,Fiscal Discipline: budget deficits of no more than 2 per cent of gross domestic product (GDP).,"Tax Reform: broadening the tax base, cut marginal tax rates, improve tax administration.",Property Rights: legal reforms to secure property rights without excessive costs and to regularize the informal sector.,Nationalization: state enterprises should be protected.,Nationalization: state enterprises should be protected.,D,15,1,1,Social Sciences,0,2,0.2358524352312088,0,0.050000000000000044,"Q1
(low)"
mmlu_11741,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,professional_law,"A police officer stopped a driver who had run a red light. Upon approaching the car, the officer noticed a strong odor of alcohol and immediately asked whether the driver had been drinking. The driver admitted having had several alcoholic drinks that evening. The driver, charged with driving while intoxicated, moved to suppress the officer's testimony regarding the driver's statement about his drinking. The driver argued that the officer had elicited the statement without providing the requisite Miranda warnings. The prosecutor has responded that the statement The prosecutor has responded that the statement should be allowed in the prosecution's case-in- chief or, at a minimum, should be allowed as impeachment in the event the driver testifies and denies drinking. How should the court rule regarding the driver's statement admitting his drinking?","The statement should be allowed, because although the driver was in custody, the officer's spontaneous utterance upon smelling alcohol did not rise to the level of interrogation.","The statement should be allowed, because the driver was not in custody for Miranda purposes when the admission was made.","The statement should be suppressed both in the prosecution's case-in-chief and as impeachment evidence, even if the driver testifies.","The statement should be suppressed in the prosecution's case-in-chief, but it may be prosecution's case-in-chief, but it may be used as impeachment evidence if the driver testifies.","The statement should be allowed, because although the driver was in custody, the officer's spontaneous utterance upon smelling alcohol did not rise to the level of interrogation.",A,131,0,0,Professional/Other,0,4,0.6676048636436462,1,0.95,Q3
mmlu_01947,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",mmlu,electrical_engineering,Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,all of below.,A,9,0,0,STEM,0,1,0.18073606491088867,0,0.050000000000000044,"Q1
(low)"
mmlu_11385,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",mmlu,professional_law,"A driver parked his automobile in front of a row of shops, one of which was a barber shop where he planned to get a haircut. Realizing that he did not have any change for the parking meter, the driver entered the closest shop, a convenience store, to get change for a $10 bill. After the driver obtained change from one of the clerks in the convenience store, a section of the store's ceiling fell on him as he was about to leave the store. The store had failed to discover the weakened condition of the ceiling. The driver suffered serious head injuries from the falling plaster. In an action by the driver against the convenience store for negligence, the plaintiff will most likely","recover, because the store was negligent in failing to inspect its premises and discover dangerous conditions that might harm its invitees.","recover, because the driver had intended to purchase merchandise when he entered the store.","not recover, because the driver was merely a licensee in the store.","not recover, because the store only had an obligation to disclose to invitees any known dangerous conditions on the premises.","recover, because the store was negligent in failing to inspect its premises and discover dangerous conditions that might harm its invitees.",A,124,1,0,Professional/Other,0,4,0.7176558375358582,0,0.050000000000000044,"Q4
(high)"
mmlu_04610,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,high_school_microeconomics,Relatively free or easy entry (low or nonexistent barriers to entry) is best matched by which of the following?,"More consumer choices, greater price elasticity of demand, more competitors.","More consumer choices, lower price elasticity of demand, more competitors.","More consumer choices, greater price elasticity of demand, fewer competitors.","Fewer consumer choices, lower price elasticity of demand, fewer competitors.","More consumer choices, greater price elasticity of demand, more competitors.",A,19,0,0,Social Sciences,0,3,0.9643335342407227,1,0.95,"Q4
(high)"
